id,Grouper,Meaning,Tack_1,Tack_2,Tack_3,Tack_4,Free_Text_Tack_1,Free_Text_Tack_2,Free_Text_Tack_3,Free_Text_Tack_4,Free_Text_Tack_5,Free_Text_Tack_6,Table_Group,List_A,List_B,List_C,Free_Text_List,created_at
,FORM PORT 14,Ships are to form RELATIVE BEARING PORT 140 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 15,Ships are to form RELATIVE BEARING PORT 150 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 16,Ships are to form RELATIVE BEARING PORT 160 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 17,Ships are to form RELATIVE BEARING PORT 170 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 18,Ships are to form RELATIVE BEARING PORT 180 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 1 ANS,Ships are to form RELATIVE BEARING PORT 15 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 2 ANS,Ships are to form RELATIVE BEARING PORT 25 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 3 ANS,Ships are to form RELATIVE BEARING PORT 35 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 4 ANS,Ships are to form RELATIVE BEARING PORT 45 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 5 ANS,Ships are to form RELATIVE BEARING PORT 55 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 6 ANS,Ships are to form RELATIVE BEARING PORT 65 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 7 ANS,Ships are to form RELATIVE BEARING PORT 75 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 8 ANS,Ships are to form RELATIVE BEARING PORT 85 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 9 ANS,Ships are to form RELATIVE BEARING PORT 95 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 10 ANS,Ships are to form RELATIVE BEARING PORT 105 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 11 ANS,Ships are to form RELATIVE BEARING PORT 115 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 12 ANS,Ships are to form RELATIVE BEARING PORT 125 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 13 ANS,Ships are to form RELATIVE BEARING PORT 135 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 14 ANS,Ships are to form RELATIVE BEARING PORT 145 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 15 ANS,Ships are to form RELATIVE BEARING PORT 155 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 16 ANS,Ships are to form RELATIVE BEARING PORT 165 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM PORT 17 ANS,Ships are to form RELATIVE BEARING PORT 175 degrees from their guide (or ship indicated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM A,Form COLUMN in the QUICKEST sequence on the most advanced ship (or ship indicated).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FORM B,Form SINGLE LINE ABREAST IN QUICKEST sequence on the Guide (or ship indicated),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FORM C PORT,FORM LOOSSE LINE OF COLUMN to Port,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM C STBD,FORM LOOSSE LINE OF COLUMN to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM D,Form DIAMOND (or diamond formation __),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM E,Form COLUMN OPEN ORDER,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FORM F PORT,REVERSE the order of ships in column in Succession from the rear. Rear ship to sheer out to PORT. (One or Two numerals may be added to indicate speed of all ships except the rear ship).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FORM F STBD,REVERSE the order of ships in column in Succession from the rear. Rear ship to sheer out to STBD. (One or Two numerals may be added to indicate speed of all ships except the rear ship).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV,DIVISIONAL LINE GUIDES are to form on the TRUE BEARING Free_Text_Tack_1 from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV,SUB DIVISIONAL LINE GUIDES are to form on the TRUE BEARING Free_Text_Tack_1 from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 1 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 15 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 2 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 25 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 3 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 35 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 4 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 45 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 5 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 55 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 6 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 65 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 7 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 75 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 8 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 85 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 9 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 95 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 10 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 105 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 11 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 115 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 12 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 125 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 13 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 135 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 14 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 145 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 15 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 155 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 16 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 165 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 17 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 175 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 1 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 15 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 2 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 25 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 3 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 35 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 4 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 45 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 5 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 55 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 6 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 65 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 7 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 75 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 8 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 85 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 9 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 95 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 10 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 105 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 11 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 115 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 12 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 125 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 13 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 135 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 14 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 145 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 15 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 155 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 16 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 165 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV PORT 17 ANS,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 175 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 1 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 15 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 2 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 25 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 3 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 35 degrees PORT from the Guide or ship indicated at their present interval part and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 4 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 45 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 5 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 55 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 6 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 65 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 7 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 75 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 8 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 85 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 9 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 95 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 10 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 105 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 11 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 115 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 12 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 125 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 13 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 135 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 14 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 145 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 15 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 155 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 16 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 165 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV PORT 17 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 175 degrees PORT from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 1 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 15 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 2 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 25 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 3 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 35 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 4 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 45 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 5 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 55 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 6 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 65 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 7 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 75 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 8 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 85 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 9 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 95 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 10 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 105 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 11 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 115 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 12 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 125 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 13 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 135 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 14 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 145 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 15 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 155 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 16 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 165 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 17 ANS,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 175 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 1,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 10 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 2,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 20 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 3,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 30 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 4,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 40 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 5,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 50 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 6,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 60 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 7,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 70 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G DIV STBD 8,DIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 80 degrees STBD from the Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
